,Fluvial Flood - 50 year return period _mean,rawmean,normed
0,0.006315122951160778,17.8454873221,0.00063151229511607782
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,30.2727272727,0.0
4,0.0,0.0,0.0
5,0.0,128.076923077,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.01529685499632887,4.91228051279,0.001529685499632887
9,0.045213222503662109,9.6505479079,0.0045213222503662108
10,0.11120119690895081,0.111201196909,0.01112011969089508
11,0.0,0.0,0.0
12,0.0,52.5789473684,0.0
13,0.070371752435510804,43.5020937712,0.00703717524355108
14,0.060000934771129062,0.0600009347711,0.0060000934771129062
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0098857026675651816,0.00988570266757,0.00098857026675651816
23,0.0,0.0,0.0
24,0.0,71.3571428571,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.024107673588921043,149.870495605,0.0024107673588921043
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.3108727591378348,0.310872786386,0.03108727591378348
40,0.0,0.0,0.0
41,0.14327509062630789,0.143275090626,0.014327509062630788
42,0.00095333280041813855,0.000953332800418,9.5333280041813852e-05
43,0.29254565273758271,14.6624378232,0.029254565273758269
44,0.0,0.0,0.0
45,0.0,38.4230769231,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.036453259402307973,0.0364532594023,0.0036453259402307973
49,0.0,0.0,0.0
50,0.0,111.0,0.0
51,0.0,0.0,0.0
52,0.19386588505336216,0.193865885053,0.019386588505336217
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,0.0,0.0,0.0
59,0.0,0.0,0.0
60,0.0,0.0,0.0
61,0.0,0.0,0.0
62,0.0,0.0,0.0
63,0.064001981417338052,0.0640019814173,0.0064001981417338054
64,0.010494787693023682,0.010494787693,0.0010494787693023683
65,0.052800793200731277,499.526397705,0.0052800793200731277
66,0.067807298898696897,47.6360066732,0.0067807298898696893
67,0.0,210.315789474,0.0
68,0.0,0.0,0.0
69,0.0,0.0,0.0
70,0.0,333.0,0.0
71,0.0,0.0,0.0
72,0.077909866968790695,0.0779098669688,0.0077909866968790698
73,0.39866158836766291,0.398661588368,0.039866158836766294
74,0.0,0.0,0.0
75,0.0,0.0,0.0
76,0.059080034494400024,0.0590800344944,0.0059080034494400028
77,0.010831523686647415,0.0108315236866,0.0010831523686647415
78,0.0,0.0,0.0
79,0.0,199.8,0.0
80,0.0,199.8,0.0
81,0.0,0.0,0.0
82,0.0,0.0,0.0
83,0.0,0.0,0.0
84,0.0,499.5,0.0
85,0.0,249.75,0.0
86,0.0,0.0,0.0
87,0.0,0.0,0.0
88,0.27790755884987967,0.27790755885,0.027790755884987965
89,0.0,0.0,0.0
90,0.0,599.4,0.0
91,0.0,333.0,0.0
92,0.0,0.0,0.0
93,0.0,0.0,0.0
94,0.0,0.0,0.0
95,0.0,0.0,0.0
96,0.0,0.0,0.0
97,0.062101933089169586,0.0621019330892,0.006210193308916959
98,0.24676978588104248,111.21935357,0.024676978588104248
99,0.0,0.0,0.0
100,0.0,0.0,0.0
101,0.0,599.4,0.0
102,0.0,0.0,0.0
103,0.012526968663389032,0.0125269686634,0.0012526968663389032
104,0.0,0.0,0.0
105,0.0,333.0,0.0
106,--,999.0,--
107,0.0,157.736842105,0.0
108,0.54912739992141724,0.549127399921,0.054912739992141725
109,0.57645185788472497,0.576451857885,0.057645185788472497
110,0.32156197230021161,0.3215619723,0.032156197230021159
111,0.0,0.0,0.0
112,0.17878101490162038,0.178781014902,0.017878101490162036
113,0.0,0.0,0.0
114,0.12888127565383911,0.128881275654,0.012888127565383911
115,0.24657077789306642,0.246570777893,0.02465707778930664
116,0.0,0.0,0.0
117,0.12235631793737411,0.122356317937,0.012235631793737411
118,0.040075883269309998,0.0400758832693,0.0040075883269309999
119,0.045078947263605451,0.0450789472636,0.0045078947263605448
120,0.0,0.0,0.0
121,0.0010970948884884517,181.637262518,0.00010970948884884517
122,0.0036489407603557292,0.00364894076036,0.0003648940760355729
123,0.0,0.0,0.0
124,0.0,0.0,0.0
125,0.0,0.0,0.0
126,0.0,0.0,0.0
127,0.0,0.0,0.0
128,0.0,0.0,0.0
129,0.0,0.0,0.0
130,0.0,0.0,0.0
131,0.0,0.0,0.0
132,0.0,0.0,0.0
133,0.0,0.0,0.0
134,0.033667417509215217,0.0336674175092,0.0033667417509215215
135,0.0,0.0,0.0
136,0.015232771635055542,0.0152327716351,0.0015232771635055541
137,0.0,0.0,0.0
138,0.0,0.0,0.0
139,0.0,0.0,0.0
140,0.0,0.0,0.0
141,0.0,0.0,0.0
142,0.0,0.0,0.0
143,0.0,0.0,0.0
144,0.0,0.0,0.0
145,0.0,0.0,0.0
146,0.0,0.0,0.0
147,0.0,0.0,0.0
148,0.0020357819481028449,0.0020357819481,0.00020357819481028449
149,0.0068844393827021122,0.0068844393827,0.00068844393827021126
150,0.0,0.0,0.0
151,0.0,0.0,0.0
152,0.0,0.0,0.0
153,0.0,0.0,0.0
154,0.093298980167933879,0.0932989801679,0.0093298980167933875
155,0.0049668534525803155,0.00496685345258,0.00049668534525803155
156,0.0,0.0,0.0
157,0.55838851928710942,239.316172724,0.055838851928710943
158,0.0085729832450548802,0.00857298324505,0.00085729832450548806
159,0.13773863017559052,0.137738630176,0.013773863017559052
160,0.13207289907667372,0.132072899077,0.013207289907667372
161,0.66984192530314124,0.669841925303,0.066984192530314124
162,0.0,0.0,0.0
163,0.25830612863813129,0.258306128638,0.025830612863813128
164,0.66036400428185094,0.660364004282,0.066036400428185094
165,0.25896713137626648,0.258967131376,0.025896713137626648
166,0.28617474436759949,0.286174744368,0.028617474436759948
167,0.49414388338724774,0.494143883387,0.049414388338724774
168,0.23969651758670807,0.239696517587,0.023969651758670808
169,0.096310724814732865,0.0963107248147,0.0096310724814732858
170,0.32102553844451903,0.321025538445,0.032102553844451903
171,0.05526360496878624,0.0552636049688,0.0055263604968786243
172,0.41454133987426756,0.414541339874,0.041454133987426756
173,0.47272652387619019,0.472726523876,0.047272652387619019
174,0.62035717282976421,0.62035717283,0.062035717282976424
175,0.084477288382393975,0.0844772883824,0.0084477288382393979
176,0.27344635128974915,0.27344635129,0.027344635128974913
177,0.19529196951124403,0.195291969511,0.019529196951124404
178,0.048332883761479303,0.0483328791765,0.0048332883761479303
179,0.75531300631436438,64.4730614195,0.07553130063143644
180,0.0067519624784192671,10.1180197527,0.00067519624784192676
181,0.0051847199598948164,0.00518471964945,0.00051847199598948159
182,0.11590107811821831,42.6216080037,0.011590107811821831
183,0.026712556680043537,0.02671255668,0.0026712556680043536
184,0.15807789393833704,79.0140123869,0.015807789393833704
185,0.61590045690536499,0.615900456905,0.061590045690536499
186,0.0,0.0,0.0
187,0.0,0.0,0.0
188,0.10794290900230408,0.107942909002,0.010794290900230407
189,0.51930133501688636,0.519301335017,0.051930133501688638
190,0.45409209152747843,17.3786000397,0.045409209152747841
191,0.21132256984710693,0.211322569847,0.021132256984710693
192,0.099567288160324091,0.0995672881603,0.0099567288160324098
193,0.23413107735770089,0.234131077358,0.02341310773577009
194,0.058265146087197697,0.0582651460872,0.0058265146087197696
195,0.15229133197239467,0.152291331972,0.015229133197239467
196,0.31968286037445071,0.319682860374,0.031968286037445073
197,0.064142501354217535,0.0641425013542,0.0064142501354217535
198,0.46983087062835693,0.469830870628,0.046983087062835695
199,0.0,0.0,0.0
200,0.010342584550380706,90.8275867809,0.0010342584550380707
201,0.0,0.0,0.0
202,0.0,0.0,0.0
203,0.57305864187387323,0.573058641874,0.057305864187387326
204,0.0,0.0,0.0
205,0.12137557112652322,41.741317749,0.012137557112652322
206,0.01203149805466334,0.0120314980547,0.001203149805466334
207,0.0,0.0,0.0
208,0.28242905934651691,0.282429059347,0.028242905934651692
209,0.22133181989192963,0.221331819892,0.022133181989192962
210,0.085718989372253418,0.0857189893723,0.0085718989372253421
211,0.23321927762499042,0.233219277625,0.023321927762499042
212,0.11283839665926419,0.112838396659,0.011283839665926419
213,0.037097066640853882,0.0370970666409,0.0037097066640853884
214,0.14669111371040344,0.14669111371,0.014669111371040345
215,0.45918385735873518,0.459183890244,0.045918385735873521
216,0.0011472459240206357,33.3011088053,0.00011472459240206357
217,0.0,0.0,0.0
218,0.0,0.0,0.0
219,0.1839950203895569,24.5453610304,0.018399502038955691
220,0.0,0.0,0.0
221,0.0,0.0,0.0
222,0.021510837333542959,0.0215108373335,0.0021510837333542959
223,0.078859627246856689,0.0788596272469,0.0078859627246856689
224,0.1528068346854968,20.2301375039,0.01528068346854968
225,0.0023577352495569933,0.00235773524956,0.00023577352495569932
226,0.056646002663506403,0.0566460026635,0.00566460026635064
227,0.11560424168904622,0.115604241689,0.011560424168904623
228,0.092832585175832108,0.0928325851758,0.0092832585175832115
229,0.074856792887051896,0.0748567928871,0.0074856792887051894
230,0.10166248679161072,0.101662486792,0.010166248679161072
231,0.075896880843422623,0.0758968808434,0.0075896880843422622
232,0.039881698787212372,0.0398816987872,0.003988169878721237
233,0.03306115915377935,0.0330611591538,0.003306115915377935
234,0.0,0.0,0.0
235,0.011292028427124023,0.0112920284271,0.0011292028427124022
236,0.016592476516962051,0.016592476517,0.0016592476516962052
237,0.0026374547742307186,0.00263745477423,0.00026374547742307185
238,0.14953647121306388,88.283404182,0.014953647121306387
239,0.015907851979136467,0.0159078519791,0.0015907851979136468
240,0.11614674016049034,0.11614674016,0.011614674016049034
241,0.52082233428955083,0.52082233429,0.052082233428955085
242,0.0,0.0,0.0
243,0.0,0.0,0.0
244,0.0,0.0,0.0
245,0.002268835488292906,0.00226883548829,0.0002268835488292906
246,0.057512208819389343,0.0575122088194,0.0057512208819389347
247,0.011356678791344166,0.0113566787913,0.0011356678791344167
248,0.0042340300977230074,0.00423403009772,0.00042340300977230074
249,0.051304621574206233,0.0513046215742,0.0051304621574206231
250,0.074442143241564437,0.0744421432416,0.0074442143241564441
251,0.048466552048921585,58.8103206859,0.0048466552048921589
252,0.78890442848205566,0.788904428482,0.078890442848205566
253,0.42663076945713591,0.426630769457,0.042663076945713592
254,0.071280413203769266,0.0712804132038,0.0071280413203769263
255,0.63365253649259867,0.633652536493,0.063365253649259864
256,0.41245467846210188,0.412454678462,0.041245467846210186
257,0.070587118466695145,0.0705871184667,0.0070587118466695145
258,0.10476613998413085,0.104766139984,0.010476613998413086
259,0.0037709934016068778,0.00377099340161,0.0003770993401606878
260,0.19701204801860608,0.197012048019,0.019701204801860609
261,0.64248312436617339,0.642483124366,0.064248312436617341
262,0.038330119952820894,0.0383301199528,0.0038330119952820893
263,0.33780002593994141,0.33780002594,0.033780002593994142
264,0.29162999987602234,59.03918098,0.029162999987602235
265,0.055754329477037699,0.055754329477,0.0055754329477037696
266,0.36284416062491281,0.362844160625,0.036284416062491283
267,2.2325973510742187,2.23259735107,0.22325973510742186
268,0.35781624737907858,0.357816247379,0.035781624737907858
269,0.1200282871723175,0.120028287172,0.01200282871723175
270,0.73239262898763025,23.9479185592,0.073239262898763022
271,0.037370092593706571,71.3918457031,0.0037370092593706572
272,0.048392807736116296,0.0483928077361,0.0048392807736116292
273,0.015435873220364252,225.592600176,0.0015435873220364252
274,0.0,0.0,0.0
275,0.0,0.0,0.0
276,0.013926540102277483,0.0139265401023,0.0013926540102277482
