,Junction,points
458,POINT (105.6716740881306 20.22647399127563),3.0
459,POINT (105.6167990453866 20.26730056212556),3.0
460,POINT (105.6343561291682 20.13928604914445),3.0
461,POINT (105.5536643437475 20.2644355795981),3.0
462,POINT (105.6812515368744 20.1869912927291),3.0
463,POINT (105.7622570853505 20.0966162402753),3.0
464,POINT (105.6558566305935 20.22203868183138),3.0
465,POINT (105.6684321591425 20.13069425628263),3.0
466,POINT (105.5482847051263 20.26875930001419),3.0
467,POINT (105.6219919230117 20.10956477420535),3.0
468,POINT (105.7641157197569 20.11107420860352),3.0
469,POINT (105.5952586796612 20.23421217235503),3.0
470,POINT (105.6906501093508 20.16482219552141),3.0
471,POINT (105.756134542678 20.10731897448819),3.0
472,POINT (105.7496094403592 20.13749944512345),3.0
473,POINT (105.7367841620124 20.11627289896306),3.0
474,POINT (105.6963232119967 20.01316440451239),3.0
475,POINT (105.7243030767924 20.15019926369371),3.0
476,POINT (105.6951117415249 20.20624820982781),3.0
477,POINT (105.7392290686388 20.13335688380587),3.0
478,POINT (105.6734633193771 20.15613303290368),3.0
479,POINT (105.679268238309 20.13259763290472),3.0
480,POINT (105.7210315313996 20.13575200417684),3.0
481,POINT (105.732937797883 20.14056243884564),3.0
482,POINT (105.7388709370027 20.14709132640867),3.0
483,POINT (105.7014714257718 20.06631465961713),3.0
484,POINT (105.6925454482471 20.10959442875962),3.0
485,POINT (105.6978363933515 20.1250619894776),3.0
486,POINT (105.549942877484 20.28367259391013),3.0
487,POINT (105.7506204960247 20.12990558573578),3.0
488,POINT (105.6501312975167 20.17243167092956),3.0
489,POINT (105.7359254586835 20.11241514647265),3.0
490,POINT (105.7200955648239 20.12789768400085),3.0
491,POINT (105.7751223963541 20.1170581864702),3.0
492,POINT (105.7730857188772 20.09692397492628),3.0
493,POINT (105.7622455571559 20.09717247477797),3.0
494,POINT (105.7785331996847 20.10462237333361),3.0
495,POINT (105.7058465134085 20.11989984648238),3.0
496,POINT (105.7453669076085 20.12335642348675),3.0
497,POINT (105.7058250229007 20.19254932238213),3.0
498,POINT (105.5862233741064 20.28335898646854),3.0
499,POINT (105.7058249696024 20.19254956158094),3.0
500,POINT (105.7785064377023 20.09846120172977),3.0
501,POINT (105.7686253687092 20.08946112422945),3.0
502,POINT (105.6702275560901 20.17652653635134),3.0
503,POINT (105.6162641842773 20.20909316341649),3.0
504,POINT (105.8455775262777 20.04597906806565),3.0
505,POINT (105.6811745288338 20.09223601694308),3.0
506,POINT (105.7408447440724 20.06880349449498),3.0
507,POINT (105.7533433778748 20.12620252611504),3.0
508,POINT (105.7552581404555 20.15893293881427),3.0
509,POINT (105.6555049922317 20.16295231342732),3.0
510,POINT (105.6543873052858 20.13223829678365),3.0
511,POINT (105.7408874854569 20.16008434302291),3.0
512,POINT (105.7545909220731 20.09310199336931),3.0
513,POINT (105.750857214284 20.12901462170706),3.0
514,POINT (105.6162838780595 20.26836643406352),3.0
515,POINT (105.6993289515978 20.19919395204202),3.0
516,POINT (105.689895385458 20.13881053815267),3.0
517,POINT (105.6310703910326 20.21434801511747),3.0
518,POINT (105.6714985562263 20.17587085871556),3.0
519,POINT (105.6203248739081 20.21065495464044),3.0
520,POINT (105.7671250021581 20.08742757361395),3.0
521,POINT (105.682197748083 20.12590259306257),3.0
522,POINT (105.6613164319223 20.16288383720157),3.0
523,POINT (105.6337132250497 20.0985831210155),3.0
524,POINT (105.6896291526309 20.13962807076035),3.0
525,POINT (105.6811744606302 20.09223591813069),3.0
526,POINT (105.7105313720422 20.12260872796856),3.0
527,POINT (105.7269122697196 20.14615679119478),3.0
528,POINT (105.7415638446898 20.12208506364649),3.0
529,POINT (105.6769172873495 20.08436381161674),3.0
530,POINT (105.7619527905444 20.07979178410792),3.0
531,POINT (105.7503379738853 20.12403142097749),3.0
532,POINT (105.7473768783812 20.12483670366053),3.0
533,POINT (105.749829482277 20.13058907427457),3.0
534,POINT (105.7503126112238 20.12402590087831),3.0
535,POINT (105.6736832959957 20.12500003738085),3.0
536,POINT (105.691633097068 20.12608647638904),3.0
537,POINT (105.7016110572842 20.06615157114935),3.0
538,POINT (105.6903801783361 20.12759764701502),3.0
539,POINT (105.6682665827658 20.18939764725252),3.0
540,POINT (105.7722627633695 20.09598426141415),3.0
541,POINT (105.6032869204835 20.23722099874179),3.0
542,POINT (105.7394699586855 20.066526229681),3.0
543,POINT (105.638231244552 20.21379137861454),3.0
544,POINT (105.6805654334279 20.13685094134588),3.0
545,POINT (105.6797981230261 20.13301819175263),3.0
546,POINT (105.7627468694086 20.08314533675041),3.0
547,POINT (105.7076725384807 20.1664459675531),3.0
548,POINT (105.6082913263255 20.14754275623725),3.0
549,POINT (105.7501948977763 20.13407235970995),3.0
550,POINT (105.7531206959243 20.12477256418084),3.0
551,POINT (105.66280926154 20.16332153606345),3.0
552,POINT (105.7034865421676 20.16149295114668),3.0
553,POINT (105.6579417510673 20.19837707478468),3.0
554,POINT (105.7795298873569 20.16517958868482),3.0
555,POINT (105.7441867117887 20.07001409770331),3.0
556,POINT (105.7528957391717 20.12692058216058),3.0
557,POINT (105.771193127697 20.09542151256405),3.0
558,POINT (105.6763208105677 20.12642239764847),3.0
559,POINT (105.6444688403633 20.11663911555328),3.0
560,POINT (105.7680578607212 20.1304494606966),3.0
561,POINT (105.705534338342 20.20393647806745),3.0
562,POINT (105.6612740645387 20.23977020724816),3.0
563,POINT (105.5831765136049 20.26601467746935),3.0
564,POINT (105.7076242254215 20.06356200164016),3.0
565,POINT (105.7665597114117 20.08712978172927),3.0
566,POINT (105.6905179410973 20.16638384180467),3.0
567,POINT (105.7177788337622 20.14589598586237),3.0
568,POINT (105.7604848493882 20.07999292881693),3.0
569,POINT (105.7272285900905 20.13080817226972),3.0
570,POINT (105.6917666528185 20.16699084428834),3.0
571,POINT (105.5214933628567 20.3074745178709),3.0
572,POINT (105.7598009343849 20.08023483416464),3.0
573,POINT (105.6200335887191 20.2102456665965),3.0
574,POINT (105.6784595470161 20.13381826424419),3.0
575,POINT (105.6616774198798 20.1938044733038),3.0
576,POINT (105.630532942393 20.14410683458968),3.0
577,POINT (105.6238957263193 20.14607135450852),3.0
578,POINT (105.6631110585956 20.17477744979425),3.0
579,POINT (105.7076242515971 20.06356199511449),3.0
580,POINT (105.7487510053878 20.1323017718548),3.0
581,POINT (105.6090327793997 20.14646446443129),3.0
582,POINT (105.7725033157879 20.11925707048831),3.0
583,POINT (105.6761696265403 20.11282354010496),3.0
584,POINT (105.5959228260557 20.23495713608395),3.0
585,POINT (105.5956423300698 20.23469668716469),3.0
586,POINT (105.6558632831347 20.22201044496422),3.0
587,POINT (105.7650481514513 20.0866557625887),3.0
588,POINT (105.7726060348877 20.09619300543617),3.0
589,POINT (105.6628093345729 20.1633215512759),3.0
590,POINT (105.7638716893574 20.08599716984586),3.0
591,POINT (105.6283143395657 20.11403651161186),3.0
592,POINT (105.752322644863 20.09072932737416),3.0
593,POINT (105.6919046996397 20.12579918188953),3.0
594,POINT (105.736811867994 20.11621420608548),3.0
595,POINT (105.6110515938086 20.27743920045044),3.0
596,POINT (105.7713185140783 20.12840490525865),3.0
597,POINT (105.5856399645175 20.27346437515953),3.0
598,POINT (105.6925337729999 20.10964189748148),3.0
599,POINT (105.6874389235742 20.13155827281707),3.0
600,POINT (105.6736893390815 20.1248057293335),3.0
601,POINT (105.6985925459768 20.09024780344192),3.0
602,POINT (105.5495903130269 20.27192639981605),3.0
603,POINT (105.736813390921 20.11598809562631),3.0
604,POINT (105.5479319090278 20.26810864492469),3.0
605,POINT (105.6782996331536 20.07604856197945),3.0
606,POINT (105.7738908318538 20.09713599316105),3.0
607,POINT (105.775978784013 20.09793282187739),3.0
608,POINT (105.7529092525905 20.0857667412007),3.0
609,POINT (105.5868098859171 20.27356288991322),3.0
610,POINT (105.6756213890799 20.12963016558771),3.0
611,POINT (105.6087160986428 20.14665445515157),3.0
612,POINT (105.7511913960297 20.088490462127),3.0
613,POINT (105.7676766026281 20.0880520059871),3.0
614,POINT (105.7755066149883 20.1282512402305),3.0
615,POINT (105.7625785808973 20.081277215653),3.0
616,POINT (105.7691129797182 20.11773915577457),3.0
617,POINT (105.7794327263969 20.10114403938481),3.0
618,POINT (105.6337132132285 20.09858311310321),3.0
619,POINT (105.5503909508638 20.27722864201915),3.0
620,POINT (105.6493919440509 20.12462733559818),3.0
621,POINT (105.7752042191213 20.09770023251144),3.0
622,POINT (105.6765774821783 20.11333612258193),3.0
623,POINT (105.6379559030094 20.21330795393645),3.0
624,POINT (105.7518481291959 20.12395667428059),3.0
625,POINT (105.7692268283689 20.13101118665688),3.0
626,POINT (105.7461032050049 20.13042108721374),3.0
627,POINT (105.7464463907337 20.12991396623355),3.0
628,POINT (105.722240598796 20.12921120431498),3.0
629,POINT (105.8455775206125 20.04597913035454),3.0
630,POINT (105.568151595364 20.26334186059884),3.0
631,POINT (105.7205939736298 20.12754993670036),3.0
632,POINT (105.763647107699 20.08584499586951),3.0
633,POINT (105.738409155991 20.15697282046065),3.0
634,POINT (105.6997598441787 20.09303851397002),3.0
635,POINT (105.6442818918112 20.26119396755738),3.0
636,POINT (105.751390619045 20.08932418741692),3.0
637,POINT (105.7620957616985 20.08432088955432),3.0
638,POINT (105.6743248284474 20.1439771425334),3.0
639,POINT (105.759175364788 20.11115139643676),3.0
640,POINT (105.6930456043979 20.20238143589138),3.0
641,POINT (105.6916486787958 20.08601470712055),3.0
642,POINT (105.7404660066455 20.13177567955164),3.0
643,POINT (105.6107699732794 20.27692399027243),3.0
644,POINT (105.7762806705321 20.09790796625315),3.0
645,POINT (105.7525362285516 20.0858826057706),3.0
646,POINT (105.6588533825246 20.16092769094142),3.0
647,POINT (105.6987145249472 20.17027133629976),3.0
648,POINT (105.6500763213313 20.17255853011725),3.0
649,POINT (105.6338988681116 20.14130309528495),3.0
650,POINT (105.7678800015989 20.08830782144193),3.0
651,POINT (105.666504039468 20.12818335582174),3.0
652,POINT (105.6247767675259 20.12221937433826),3.0
653,POINT (105.7626697062174 20.08199506564309),3.0
654,POINT (105.7221041057759 20.13452649115327),3.0
655,POINT (105.7515388912229 20.12396087755658),3.0
656,POINT (105.6903445053226 20.16647853163315),3.0
657,POINT (105.7635293278938 20.08544418524038),3.0
658,POINT (105.6435715677251 20.18126012872402),3.0
659,POINT (105.7034793143361 20.16146386442895),3.0
660,POINT (105.6776810500775 20.08622158673142),3.0
661,POINT (105.6640160897987 20.23202439110059),3.0
662,POINT (105.6209635637575 20.15177204146968),3.0
663,POINT (105.7802257098336 20.11193949739188),3.0
664,POINT (105.5736103277063 20.24984405123571),3.0
665,POINT (105.7789102299835 20.10489045680565),3.0
666,POINT (105.5761255210063 20.29119628182436),3.0
667,POINT (105.6700020397529 20.12729309811738),3.0
668,POINT (105.6299683295758 20.10054517559866),3.0
669,POINT (105.6766150034559 20.11354610447815),3.0
670,POINT (105.5542287010941 20.26095014014228),3.0
671,POINT (105.751055766576 20.13447144354842),3.0
672,POINT (105.6737323344445 20.12478184554335),3.0
673,POINT (105.6005501249494 20.10941302143409),3.0
674,POINT (105.6500763613212 20.17255849332315),3.0
675,POINT (105.6500763885527 20.17255845147418),3.0
676,POINT (105.7393902342855 20.14630570317856),3.0
677,POINT (105.6693873062571 20.12848846970757),3.0
678,POINT (105.7369372681065 20.11537983386838),3.0
679,POINT (105.7501703672718 20.0853606817927),3.0
680,POINT (105.7239223764223 20.10781928271281),3.0
681,POINT (105.7275700966604 20.14741389448535),3.0
682,POINT (105.6750657286043 20.1299010426643),3.0
683,POINT (105.7413506567154 20.06857978103261),3.0
684,POINT (105.6555636106156 20.16301649740076),3.0
685,POINT (105.7696254911306 20.09511126301266),3.0
686,POINT (105.75047668709 20.13028109418572),3.0
687,POINT (105.5759992971278 20.29040689593886),3.0
688,POINT (105.687175777448 20.13267149484615),3.0
689,POINT (105.6908755158544 20.16311518877209),3.0
690,POINT (105.6897168942115 20.1394017463501),3.0
691,POINT (105.6110515193609 20.27743911217242),3.0
692,POINT (105.7622569890424 20.07997350529005),3.0
693,POINT (105.656309008771 20.19920613641877),3.0
694,POINT (105.6214139366633 20.11213566180168),3.0
695,POINT (105.6422339697783 20.1177050336078),3.0
696,POINT (105.6761696136461 20.11282353311567),3.0
697,POINT (105.6202003298366 20.1138886124954),3.0
698,POINT (105.6639486360414 20.16110768744829),3.0
699,POINT (105.5850097814959 20.27217202154173),3.0
700,POINT (105.6210729418254 20.15261480224006),3.0
701,POINT (105.7578921787376 20.0951620003609),3.0
702,POINT (105.7371409439017 20.11473173590704),3.0
703,POINT (105.739846797733 20.06785049009906),3.0
704,POINT (105.6798333240096 20.1375525886004),3.0
705,POINT (105.778973529089 20.09947508519376),3.0
706,POINT (105.6559321499931 20.21841579831704),3.0
707,POINT (105.6782996312593 20.07604856452153),3.0
708,POINT (105.6773288919071 20.11379525680349),3.0
709,POINT (105.7525858772948 20.12728263721957),3.0
710,POINT (105.6480021160389 20.12407097281346),3.0
711,POINT (105.6109903403772 20.13722023563039),3.0
712,POINT (105.5857990641521 20.15608793516329),3.0
713,POINT (105.6935759859481 20.20493345365128),3.0
714,POINT (105.5960714691054 20.23510177515107),3.0
715,POINT (105.6428340762401 20.11565474138931),3.0
716,POINT (105.6704991910755 20.17301549416585),3.0
717,POINT (105.5949063809672 20.23376277864095),3.0
718,POINT (105.5964201702917 20.23573298556475),3.0
719,POINT (105.7393969104388 20.14758249960072),3.0
720,POINT (105.685620620496 20.20433248754618),3.0
721,POINT (105.6802078450029 20.09152109919539),3.0
722,POINT (105.6926596749459 20.1246608543481),3.0
723,POINT (105.7792116902712 20.10317749796508),3.0
724,POINT (105.7685918034752 20.09294642517699),3.0
725,POINT (105.7543532562988 20.10515215085897),3.0
726,POINT (105.7739643212581 20.12318636987169),3.0
727,POINT (105.7803925563435 20.10643087499921),3.0
728,POINT (105.5815588850049 20.27967348771198),3.0
729,POINT (105.6645162657794 20.23310847962908),3.0
730,POINT (105.6883507840697 20.1302515029928),3.0
731,POINT (105.7794779455793 20.10117282602871),3.0
732,POINT (105.7805829682843 20.11242726956027),3.0
733,POINT (105.6764883033574 20.12645733503222),3.0
734,POINT (105.6693661104915 20.12925680363876),3.0
735,POINT (105.5604670201526 20.27737567890443),3.0
736,POINT (105.7746608819928 20.09791674390454),3.0
737,POINT (105.767847607365 20.13054076879229),3.0
738,POINT (105.7405933931448 20.06829312881219),3.0
739,POINT (105.6201496436136 20.21034064521631),3.0
740,POINT (105.6916630593121 20.12604584424208),3.0
741,POINT (105.5995366137749 20.15544757899929),3.0
742,POINT (105.6136569386112 20.12111316975998),3.0
743,POINT (105.6789456558199 20.13187725877024),3.0
744,POINT (105.6084397854434 20.11503671579681),3.0
745,POINT (105.6660092291074 20.21457647276247),3.0
746,POINT (105.6480038243224 20.12413219484666),3.0
747,POINT (105.6978810052155 20.12429329960731),3.0
748,POINT (105.6221219487426 20.10953482447672),3.0
749,POINT (105.763541829531 20.08543590235492),3.0
750,POINT (105.7023985709875 20.16353211443348),3.0
751,POINT (105.6452249366216 20.13473224013899),3.0
752,POINT (105.6957593476884 20.08918880569971),3.0
753,POINT (105.6654587244465 20.21344408654769),3.0
754,POINT (105.6107157136639 20.12071044129754),3.0
755,POINT (105.5214933036179 20.30747452360019),3.0
756,POINT (105.7531662286692 20.12662968370286),3.0
757,POINT (105.6929675011762 20.12379654494866),3.0
758,POINT (105.5764433974856 20.26997528471513),3.0
759,POINT (105.7273194089234 20.1310653417818),3.0
760,POINT (105.6628092553501 20.16332153303148),3.0
761,POINT (105.6692687521661 20.12836645834552),3.0
762,POINT (105.7650711406159 20.08669028999839),3.0
763,POINT (105.7329378025181 20.14056244033066),3.0
764,POINT (105.6440502767476 20.1816536256242),3.0
765,POINT (105.659635284754 20.25763187818609),3.0
766,POINT (105.5986966300947 20.15516646028682),3.0
767,POINT (105.6183442473794 20.2336027484606),3.0
768,POINT (105.6776323802965 20.13413561483883),3.0
769,POINT (105.7622716110008 20.09745895150268),3.0
770,POINT (105.6969194650006 20.17019399752157),3.0
771,POINT (105.7794178644735 20.10088449259905),3.0
772,POINT (105.7621186441344 20.1292015038771),3.0
773,POINT (105.7442623057446 20.06979485462838),3.0
774,POINT (105.6920234810588 20.08322559954268),3.0
775,POINT (105.6253467810161 20.11082428025733),3.0
776,POINT (105.5674060028624 20.25972998965413),3.0
777,POINT (105.6566905119572 20.18272396420316),3.0
778,POINT (105.5683086544541 20.26299880116656),3.0
779,POINT (105.675421569585 20.12459685172803),3.0
780,POINT (105.7622612698559 20.0974109804119),3.0
781,POINT (105.7537899848605 20.12506749931342),3.0
782,POINT (105.7507074745927 20.12941985037786),3.0
783,POINT (105.7658353063657 20.08685106805091),3.0
784,POINT (105.7021494263523 20.09760750112834),3.0
785,POINT (105.6789181945669 20.1370453166566),3.0
786,POINT (105.7711519481613 20.09545891403146),3.0
787,POINT (105.760872982777 20.07988878508444),3.0
788,POINT (105.61198994392 20.26957548665729),3.0
789,POINT (105.6872495311787 20.14590549851475),3.0
790,POINT (105.6901068063424 20.12787353605258),3.0
791,POINT (105.7798352812971 20.11154022817901),3.0
792,POINT (105.6789455960491 20.13187721733227),3.0
793,POINT (105.7396230159326 20.13700094372544),3.0
794,POINT (105.6684321837231 20.13069418645494),3.0
795,POINT (105.7794470207311 20.1110660151005),3.0
796,POINT (105.5962253755498 20.23522588750947),3.0
797,POINT (105.7888195736236 20.13642264853446),3.0
798,POINT (105.6894998363247 20.13997757158249),3.0
799,POINT (105.6897545123532 20.20264357080832),3.0
800,POINT (105.6798203821933 20.13165037258507),3.0
801,POINT (105.6663993503512 20.12864599379914),3.0
802,POINT (105.6615940368669 20.20919589373943),3.0
803,POINT (105.6621737034624 20.24180448325406),3.0
804,POINT (105.6963232233099 20.01316438866012),3.0
805,POINT (105.6076781777725 20.14240995189418),3.0
806,POINT (105.662173643776 20.24180446600236),3.0
807,POINT (105.7521052886057 20.12776977900448),3.0
808,POINT (105.6089562671053 20.235186806961),3.0
809,POINT (105.7778709444988 20.12622132648393),3.0
810,POINT (105.7494182306492 20.08474008439526),3.0
811,POINT (105.6598840125689 20.17859098647083),3.0
812,POINT (105.7711912931704 20.09544872171691),3.0
813,POINT (105.7588964543878 20.08138230462835),3.0
814,POINT (105.662335652489 20.23659520268152),3.0
815,POINT (105.7774542594887 20.11938475001881),3.0
816,POINT (105.7412202544988 20.12222849750642),3.0
817,POINT (105.8508483183885 20.06668930156977),3.0
818,POINT (105.7596797634545 20.09503328560743),3.0
819,POINT (105.6878614442835 20.1309306223151),3.0
820,POINT (105.7689273669629 20.09349490530558),3.0
821,POINT (105.7581654427907 20.12631532458626),3.0
822,POINT (105.6643695643154 20.16000968009218),3.0
823,POINT (105.7622544627527 20.09774143244967),3.0
824,POINT (105.6300648365843 20.14459556810979),3.0
825,POINT (105.7535102104422 20.12483248247401),3.0
826,POINT (105.6559487185601 20.20181460110932),3.0
827,POINT (105.5862324609652 20.28328971339601),3.0
828,POINT (105.6076596606942 20.10865296846599),3.0
829,POINT (105.7638475555457 20.11094898283103),3.0
830,POINT (105.6019407014586 20.23678017178911),3.0
831,POINT (105.7623479007406 20.08451879324436),3.0
832,POINT (105.5658120417363 20.25472462500657),3.0
833,POINT (105.5761254822951 20.29119634598613),3.0
834,POINT (105.6628033665072 20.19271203196278),3.0
835,POINT (105.6996475444596 20.19991060976059),3.0
836,POINT (105.5740243730307 20.25035147123178),3.0
837,POINT (105.6895216787528 20.13995509271782),3.0
838,POINT (105.5506619252761 20.27124458141424),3.0
839,POINT (105.6985977086104 20.09025083053162),3.0
840,POINT (105.74103742663 20.16017699131222),3.0
841,POINT (105.7223431037847 20.1338650461169),3.0
842,POINT (105.6666935802149 20.12811234561874),3.0
843,POINT (105.6110900526027 20.13752357285033),3.0
844,POINT (105.6528728831841 20.12458346713991),3.0
845,POINT (105.6640217121914 20.21136390449593),3.0
846,POINT (105.5768705969562 20.28829819811751),3.0
847,POINT (105.7686570157289 20.09303508418016),3.0
848,POINT (105.7075676236079 20.06359237428724),3.0
849,POINT (105.6744286086752 20.13048431902167),3.0
850,POINT (105.6872494981428 20.14590566864293),3.0
851,POINT (105.7064010053688 20.12011758443023),3.0
852,POINT (105.7509481532175 20.08648731084573),3.0
853,POINT (105.6887076209457 20.20218992299182),3.0
854,POINT (105.7279327342497 20.14506480205018),3.0
855,POINT (105.7417399640252 20.06840967300636),3.0
856,POINT (105.7404460557751 20.13180986143009),3.0
857,POINT (105.6406843952255 20.25790894266341),3.0
858,POINT (105.6849214438562 20.16175972018282),3.0
859,POINT (105.7274726058669 20.14317343025249),3.0
860,POINT (105.6532844679036 20.12585792497013),3.0
861,POINT (105.6181985757849 20.15980481700344),3.0
862,POINT (105.6559588122535 20.19924980534556),3.0
863,POINT (105.7276088476253 20.1413905800667),3.0
864,POINT (105.7461697140849 20.13008667365677),3.0
865,POINT (105.5986814472708 20.23630670707423),3.0
866,POINT (105.7418622461987 20.12192256870717),3.0
867,POINT (105.6248891651236 20.11564124941159),3.0
868,POINT (105.663060930011 20.12762026119198),3.0
869,POINT (105.6533208798754 20.12583305333069),3.0
870,POINT (105.7273688818754 20.13107093958836),3.0
871,POINT (105.6974114004721 20.12283997688819),3.0
872,POINT (105.8509389200071 20.06662265378163),3.0
873,POINT (105.6527725083464 20.11069624258368),3.0
874,POINT (105.6779198705925 20.08801305137888),3.0
875,POINT (105.6630207896443 20.19275748074505),3.0
876,POINT (105.6944589997522 20.1219450986835),3.0
877,POINT (105.6343560487289 20.13928592484871),3.0
878,POINT (105.6722621932306 20.1762356117938),3.0
879,POINT (105.7076759771983 20.16653254165181),3.0
880,POINT (105.6963232280206 20.01316438203149),3.0
881,POINT (105.6268189587812 20.12703977137063),3.0
882,POINT (105.5961880640628 20.23524265330867),3.0
883,POINT (105.6536083392273 20.18588016460593),3.0
884,POINT (105.7786410169055 20.09861864084954),3.0
885,POINT (105.7523231496904 20.12753218428232),3.0
886,POINT (105.69037701874 20.1276008160669),3.0
887,POINT (105.7081403870207 20.10266650605282),3.0
888,POINT (105.6247183155176 20.11544417060237),3.0
889,POINT (105.582525420786 20.28433160304501),3.0
890,POINT (105.6963232125677 20.01316440311904),3.0
891,POINT (105.6684321521518 20.13069433523892),3.0
892,POINT (105.7631155669954 20.08264304479738),3.0
893,POINT (105.6410243604327 20.11367645528333),3.0
894,POINT (105.7220050825067 20.13804007034693),3.0
895,POINT (105.7765979281555 20.09769240274197),3.0
896,POINT (105.6621736109851 20.24180444672525),3.0
897,POINT (105.666244451181 20.18505522361138),3.0
898,POINT (105.7735482805916 20.09704697440261),3.0
899,POINT (105.6638510993185 20.1613886561846),3.0
900,POINT (105.621108512129 20.15240536136229),3.0
901,POINT (105.5856219270796 20.27089667522312),3.0
902,POINT (105.7553642267078 20.1160779385518),3.0
903,POINT (105.6588754846656 20.16098250382567),3.0
904,POINT (105.7141064059946 20.12385589320663),3.0
905,POINT (105.607589190909 20.10859875531644),3.0
906,POINT (105.7674615909486 20.08774779661896),3.0
907,POINT (105.7518182946997 20.12801087243718),3.0
908,POINT (105.6611053864088 20.17123918312934),3.0
909,POINT (105.6780121810032 20.08712536252497),3.0
910,POINT (105.5881444133594 20.276459550392),3.0
911,POINT (105.739253627149 20.13317535755197),3.0
912,POINT (105.7360756013826 20.1187542042903),3.0
913,POINT (105.5957787907305 20.23482843822374),3.0
914,POINT (105.6872511150088 20.13208393716852),3.0
